# BUSCO version is: 5.3.2 
# The lineage dataset is: tetrapoda_odb10 (Creation date: 2021-02-19, number of genomes: 38, number of BUSCOs: 5310)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
75221at32523	Complete	chr1	30332613	30388469	-	986.5	607	https://www.orthodb.org/v10?query=75221at32523	transmembrane protein 260
75314at32523	Complete	chr4	188396199	188405449	-	1319.1	667	https://www.orthodb.org/v10?query=75314at32523	Heat shock protein 90 beta family member 1
75470at32523	Complete	chr1	304250002	304290566	-	1180.0	580	https://www.orthodb.org/v10?query=75470at32523	translocation protein SEC63 homolog
75521at32523	Complete	chr1	426561704	426592050	+	1223.4	756	https://www.orthodb.org/v10?query=75521at32523	unconventional myosin-XIX
75528at32523	Missing
75577at32523	Complete	chr3	117624629	117697233	-	620.4	340	https://www.orthodb.org/v10?query=75577at32523	pro-neuregulin-2, membrane-bound isoform
75602at32523	Complete	chr1	376188824	376290204	-	1176.3	760	https://www.orthodb.org/v10?query=75602at32523	Ribosomal protein S6 kinase C1
75645at32523	Complete	chr1	86054601	86105109	-	1037.7	553	https://www.orthodb.org/v10?query=75645at32523	Membrane palmitoylated protein 5
75693at32523	Complete	chr5	140586773	140677233	+	955.9	552	https://www.orthodb.org/v10?query=75693at32523	UV radiation resistance-associated gene protein
75700at32523	Complete	chr5	119316713	119389369	-	1334.5	641	https://www.orthodb.org/v10?query=75700at32523	PAN2-PAN3 deadenylation complex subunit PAN3
75753at32523	Complete	chr1	60001483	60013747	+	788.4	439	https://www.orthodb.org/v10?query=75753at32523	protein angel homolog 1
76116at32523	Complete	chr3	160987772	161071741	+	1064.4	665	https://www.orthodb.org/v10?query=76116at32523	Transforming growth factor beta receptor 3
76117at32523	Complete	chr3	75262560	75295930	+	997.8	706	https://www.orthodb.org/v10?query=76117at32523	Glycosylphosphatidylinositol specific phospholipase D1
76120at32523	Complete	chr1	433691807	433703049	+	188.5	499	https://www.orthodb.org/v10?query=76120at32523	sperm-associated antigen 5
76122at32523	Complete	chr3	160679956	160726247	-	1235.4	1108	https://www.orthodb.org/v10?query=76122at32523	uncharacterized protein KIAA1107 homolog
76123at32523	Complete	chr5	117555544	117599759	-	2327.5	2693	https://www.orthodb.org/v10?query=76123at32523	breast cancer type 2 susceptibility protein
76244at32523	Complete	chr2	348143873	348151993	+	1102.8	527	https://www.orthodb.org/v10?query=76244at32523	serine/threonine-protein kinase PLK2
76356at32523	Complete	chr4	173426354	173451603	-	958.3	556	https://www.orthodb.org/v10?query=76356at32523	Histidine ammonia-lyase
76357at32523	Complete	chr6	60215721	60254158	-	1130.7	529	https://www.orthodb.org/v10?query=76357at32523	N-acetylgalactosaminyltransferase 7
76401at32523	Complete	chr1	303233918	303260826	+	1074.8	642	https://www.orthodb.org/v10?query=76401at32523	PR/SET domain 1
76408at32523	Complete	chr10	11595028	11603464	-	1212.5	759	https://www.orthodb.org/v10?query=76408at32523	KIAA1024
76421at32523	Complete	chr1	50412059	50438182	+	1411.7	869	https://www.orthodb.org/v10?query=76421at32523	protein NRDE2 homolog
76539at32523	Complete	chr11	14031014	14046417	+	791.6	659	https://www.orthodb.org/v10?query=76539at32523	cadherin-5
76590at32523	Complete	chr1	67861148	67927542	-	948.2	535	https://www.orthodb.org/v10?query=76590at32523	Sec1 family domain containing 1
76638at32523	Complete	chr3	56482478	56502859	-	1110.6	567	https://www.orthodb.org/v10?query=76638at32523	Regulator of MON1-CCZ1
76649at32523	Complete	chrZ	165137887	165163091	+	1231.8	574	https://www.orthodb.org/v10?query=76649at32523	WD repeat domain 48
76673at32523	Complete	chr2	155184656	155206871	-	1176.4	597	https://www.orthodb.org/v10?query=76673at32523	Arginyl-tRNA synthetase
76700at32523	Complete	chr5	1114939	1188607	+	814.9	462	https://www.orthodb.org/v10?query=76700at32523	ClpB homolog, mitochondrial AAA ATPase chaperonin
76719at32523	Complete	chr1	34757019	34759145	+	1069.2	575	https://www.orthodb.org/v10?query=76719at32523	Zinc finger and BTB domain containing 1
76721at32523	Complete	chr4	57716307	57787789	+	1256.8	770	https://www.orthodb.org/v10?query=76721at32523	cilia- and flagella-associated protein 58
76762at32523	Fragmented	chr13	9308192	9315612	+	793.2	541	https://www.orthodb.org/v10?query=76762at32523	protein NLRC3
76807at32523	Complete	chrZ	103322042	103378798	-	939.3	542	https://www.orthodb.org/v10?query=76807at32523	Anoctamin
76828at32523	Complete	chr6	47202402	47222164	+	1048.4	580	https://www.orthodb.org/v10?query=76828at32523	Bardet-Biedl syndrome 7 protein
76884at32523	Complete	chr2	187517577	187560054	-	989.6	503	https://www.orthodb.org/v10?query=76884at32523	NPL4 homolog, ubiquitin recognition factor
76969at32523	Complete	chr3	85891975	85916743	-	1637.4	951	https://www.orthodb.org/v10?query=76969at32523	Pre-mRNA processing factor 4B
77073at32523	Complete	chrZ	104841634	104917845	-	1213.6	639	https://www.orthodb.org/v10?query=77073at32523	CCR4-NOT transcription complex subunit 10
77165at32523	Complete	chr1	433428677	433443001	-	978.7	544	https://www.orthodb.org/v10?query=77165at32523	serine/threonine-protein kinase Nek8
77174at32523	Complete	chr6	89637749	89715740	-	1069.7	541	https://www.orthodb.org/v10?query=77174at32523	Guanylate cyclase 1 soluble subunit beta 1
77335at32523	Missing
77387at32523	Complete	chr4	10674559	10752004	+	874.9	506	https://www.orthodb.org/v10?query=77387at32523	Peroxisomal biogenesis factor 5 like
77410at32523	Complete	chrZ	103206704	103250819	+	1268.8	656	https://www.orthodb.org/v10?query=77410at32523	SNF-related serine/threonine-protein kinase
77440at32523	Complete	chr11	27676207	27691088	+	1059.4	605	https://www.orthodb.org/v10?query=77440at32523	paraplegin
77527at32523	Complete	chr2	336949812	337041363	-	1024.9	496	https://www.orthodb.org/v10?query=77527at32523	collagen type IV alpha-3-binding protein
77749at32523	Complete	chr6	91153882	91202938	-	887.3	502	https://www.orthodb.org/v10?query=77749at32523	WD repeat-containing protein 1
77786at32523	Complete	chr15	884111	907820	+	1090.8	566	https://www.orthodb.org/v10?query=77786at32523	Methylenetetrahydrofolate reductase
77878at32523	Complete	chr1	367200692	367285840	-	509.3	456	https://www.orthodb.org/v10?query=77878at32523	calpain-13
77894at32523	Complete	chr5	107997181	108056785	+	848.4	848	https://www.orthodb.org/v10?query=77894at32523	sentrin-specific protease 7 isoform X1
77972at32523	Complete	chr13	456160	491368	+	1097.4	772	https://www.orthodb.org/v10?query=77972at32523	Chromosome transmission fidelity factor 18
77974at32523	Complete	chr3	112794517	112833388	+	1315.2	1769	https://www.orthodb.org/v10?query=77974at32523	little elongation complex subunit 1
78134at32523	Complete	chr5	21146985	21149057	-	1202.1	641	https://www.orthodb.org/v10?query=78134at32523	SLIT and NTRK-like protein 1
78163at32523	Complete	chr1	56560665	56752346	+	1038.3	813	https://www.orthodb.org/v10?query=78163at32523	centrosomal protein 128 
78169at32523	Complete	chr1	383606762	383673929	+	999.4	587	https://www.orthodb.org/v10?query=78169at32523	endothelial PAS domain-containing protein 1
78175at32523	Missing
78178at32523	Complete	chr13	14173091	14190439	+	1559.6	1065	https://www.orthodb.org/v10?query=78178at32523	serine/threonine-protein kinase LMTK2
78244at32523	Complete	chr1	329083140	329101539	+	1144.3	603	https://www.orthodb.org/v10?query=78244at32523	TGF-beta activated kinase 1/MAP3K7 binding protein 2
78281at32523	Complete	chr1	61457747	61470643	+	1448.7	734	https://www.orthodb.org/v10?query=78281at32523	apoptosis-resistant E3 ubiquitin protein ligase 1
78429at32523	Complete	chr3	208090480	208092624	-	1030.8	560	https://www.orthodb.org/v10?query=78429at32523	leucine-rich repeat neuronal protein 2
78469at32523	Complete	chr1	147735592	147796250	-	991.6	645	https://www.orthodb.org/v10?query=78469at32523	X-ray repair cross-complementing protein 5
78484at32523	Complete	chr1	99467615	99563822	+	1056.6	623	https://www.orthodb.org/v10?query=78484at32523	Peptidase domain containing associated with muscle regeneration 1
78490at32523	Complete	chrZ	145864304	145891617	-	1045.0	633	https://www.orthodb.org/v10?query=78490at32523	Microtubule associated serine/threonine kinase like
78541at32523	Complete	chr2	98471356	98511564	+	862.5	486	https://www.orthodb.org/v10?query=78541at32523	kelch repeat and BTB domain-containing protein 12
78579at32523	Complete	chr1	296875783	296946391	+	1127.3	527	https://www.orthodb.org/v10?query=78579at32523	Kelch like family member 32
78600at32523	Complete	chr2	205907377	205934001	-	857.8	556	https://www.orthodb.org/v10?query=78600at32523	La ribonucleoprotein domain family member 4
78675at32523	Complete	chr1	238178256	238180199	+	1199.8	566	https://www.orthodb.org/v10?query=78675at32523	leucine-rich repeat transmembrane protein FLRT3
78693at32523	Complete	chr1	426430022	426522134	-	1080.7	548	https://www.orthodb.org/v10?query=78693at32523	gametogenetin-binding protein 2
78746at32523	Complete	chr3	262638835	262679261	+	784.9	579	https://www.orthodb.org/v10?query=78746at32523	TPX2, microtubule nucleation factor
78793at32523	Complete	chr13	15808918	15828783	+	1141.6	625	https://www.orthodb.org/v10?query=78793at32523	F-box/LRR-repeat protein 18
78816at32523	Complete	chr4	101388254	101432359	-	1221.5	675	https://www.orthodb.org/v10?query=78816at32523	lymphoid-specific helicase
78827at32523	Complete	chr2	287880474	287923944	+	883.2	591	https://www.orthodb.org/v10?query=78827at32523	endoplasmic reticulum metallopeptidase 1
78888at32523	Complete	chr4	56838091	56850973	+	1298.3	584	https://www.orthodb.org/v10?query=78888at32523	transcription initiation factor TFIID subunit 5
78906at32523	Complete	chr3	127259267	127294999	+	978.0	740	https://www.orthodb.org/v10?query=78906at32523	uncharacterized protein C1orf112 homolog
78944at32523	Complete	chr1	292451107	292486147	-	990.5	486	https://www.orthodb.org/v10?query=78944at32523	Mitogen-activated protein kinase kinase kinase 7
79065at32523	Complete	chr2	243377478	243403223	+	956.7	597	https://www.orthodb.org/v10?query=79065at32523	protein MAATS1
79083at32523	Complete	chr6	50579269	50609047	-	1109.8	542	https://www.orthodb.org/v10?query=79083at32523	myotubularin-related protein 7
79210at32523	Complete	chr1	322944853	323003051	-	1274.4	704	https://www.orthodb.org/v10?query=79210at32523	RALBP1 associated Eps domain containing 1
79372at32523	Complete	chr13	3695309	3710172	+	893.8	543	https://www.orthodb.org/v10?query=79372at32523	transcription factor E4F1
79430at32523	Complete	chr4	53304470	53315389	+	956.9	616	https://www.orthodb.org/v10?query=79430at32523	Hermansky-Pudlak syndrome 1 protein
79536at32523	Complete	chr5	101458386	101499154	+	721.1	553	https://www.orthodb.org/v10?query=79536at32523	vitamin K-dependent protein S
79679at32523	Complete	chr13	13877195	13894740	+	959.2	579	https://www.orthodb.org/v10?query=79679at32523	sn1-specific diacylglycerol lipase beta
79726at32523	Complete	chr4	132949199	133008849	-	871.4	660	https://www.orthodb.org/v10?query=79726at32523	protection of telomeres protein 1
79747at32523	Complete	chr1	228735732	228761239	+	1234.3	671	https://www.orthodb.org/v10?query=79747at32523	DNA replication licensing factor MCM3
79888at32523	Complete	chr5	31090468	31134528	+	1147.2	625	https://www.orthodb.org/v10?query=79888at32523	transmembrane and TPR repeat-containing protein 4
80110at32523	Complete	chr12	12054040	12103069	-	1019.1	526	https://www.orthodb.org/v10?query=80110at32523	acetoacetyl-CoA synthetase
80113at32523	Complete	chr3	254658139	254682103	+	824.2	491	https://www.orthodb.org/v10?query=80113at32523	Solute carrier organic anion transporter family member
80222at32523	Complete	chr2	179070881	179089913	-	1009.8	557	https://www.orthodb.org/v10?query=80222at32523	nuclear pore complex protein Nup85
80223at32523	Complete	chr4	61048986	61073037	-	1016.8	561	https://www.orthodb.org/v10?query=80223at32523	xaa-Pro aminopeptidase 1
80230at32523	Complete	chr13	3401352	3443050	+	1020.2	546	https://www.orthodb.org/v10?query=80230at32523	TNF receptor associated factor 7
80341at32523	Complete	chr7	10951674	10964718	-	703.1	468	https://www.orthodb.org/v10?query=80341at32523	Plasminogen activator
80443at32523	Complete	chr1	342089074	342130131	+	909.9	567	https://www.orthodb.org/v10?query=80443at32523	Family with sequence similarity 120B
80447at32523	Complete	chr6	69154166	69176389	-	893.6	570	https://www.orthodb.org/v10?query=80447at32523	death domain-containing protein 1
80456at32523	Complete	chr5	140944651	140984650	+	1853.8	1072	https://www.orthodb.org/v10?query=80456at32523	EMSY, BRCA2 interacting transcriptional repressor
80534at32523	Complete	chr8	4974464	5053734	+	1290.8	626	https://www.orthodb.org/v10?query=80534at32523	ATP-binding cassette sub-family B member 7, mitochondrial
80601at32523	Complete	chr5	38281196	38300272	+	1015.5	521	https://www.orthodb.org/v10?query=80601at32523	Cell division cycle 16
80674at32523	Complete	chr2	255036870	255076462	-	923.5	478	https://www.orthodb.org/v10?query=80674at32523	maternal embryonic leucine zipper kinase
80695at32523	Complete	chr13	799243	820122	-	969.4	635	https://www.orthodb.org/v10?query=80695at32523	zinc finger protein 598
80718at32523	Complete	chr5	2170714	2184446	-	742.8	535	https://www.orthodb.org/v10?query=80718at32523	Leucine carboxyl methyltransferase 2
80745at32523	Complete	chrZ	134106845	134415343	-	1189.5	693	https://www.orthodb.org/v10?query=80745at32523	TBC1 domain family member 5 isoform X1
80751at32523	Complete	chr1	243463368	243468866	+	576.6	474	https://www.orthodb.org/v10?query=80751at32523	leucine-rich repeat neuronal protein 4
80876at32523	Complete	chr2	103865540	103881614	+	1030.5	539	https://www.orthodb.org/v10?query=80876at32523	Actin-related protein 8
80900at32523	Fragmented	chr3	221546731	221551506	+	318.7	378	https://www.orthodb.org/v10?query=80900at32523	ligand-dependent nuclear receptor-interacting factor 1
80907at32523	Complete	chr1	341688763	341716478	+	806.8	566	https://www.orthodb.org/v10?query=80907at32523	ER membrane associated RNA degradation
80941at32523	Complete	chr11	19592257	19614393	+	1017.0	583	https://www.orthodb.org/v10?query=80941at32523	probable C-mannosyltransferase DPY19L3
80962at32523	Complete	chr1	433902261	433912549	-	1033.3	611	https://www.orthodb.org/v10?query=80962at32523	sterile alpha and TIR motif-containing protein 1
80992at32523	Complete	chr2	92439878	92501114	-	1000.8	461	https://www.orthodb.org/v10?query=80992at32523	Nuclear receptor subfamily 2 group C member 2
81029at32523	Complete	chr5	131990952	132009189	-	1077.1	552	https://www.orthodb.org/v10?query=81029at32523	mediator of RNA polymerase II transcription subunit 17
81076at32523	Complete	chr1	142499690	142534311	+	911.3	803	https://www.orthodb.org/v10?query=81076at32523	serine/threonine-protein kinase 11-interacting protein
81150at32523	Complete	chr3	262757186	262800481	+	920.9	490	https://www.orthodb.org/v10?query=81150at32523	Transmembrane 9 superfamily member
81152at32523	Missing
81228at32523	Complete	chr14	5406454	5408397	+	1144.1	582	https://www.orthodb.org/v10?query=81228at32523	Tripartite motif containing 32
81230at32523	Complete	chr1	192961699	193040975	+	974.3	516	https://www.orthodb.org/v10?query=81230at32523	Alkylglycerone-phosphate synthase
81244at32523	Complete	chr10	11274205	11357751	-	1079.5	544	https://www.orthodb.org/v10?query=81244at32523	Aryl hydrocarbon receptor nuclear translocator 2
81302at32523	Complete	chr3	148663757	148700526	-	825.2	474	https://www.orthodb.org/v10?query=81302at32523	syntaxin-binding protein 3
81311at32523	Complete	chr4	52530580	52542110	+	1130.7	523	https://www.orthodb.org/v10?query=81311at32523	kelch-like protein 24
81322at32523	Complete	chr2	211058558	211082735	-	1138.5	616	https://www.orthodb.org/v10?query=81322at32523	probable ATP-dependent RNA helicase DDX23
81334at32523	Complete	chr14	1932844	1950009	+	712.1	678	https://www.orthodb.org/v10?query=81334at32523	Golgin A1
81392at32523	Complete	chr3	186717482	186953342	+	1073.4	528	https://www.orthodb.org/v10?query=81392at32523	FAS-associated factor 1
81563at32523	Complete	chr3	170538141	170669647	+	926.7	607	https://www.orthodb.org/v10?query=81563at32523	Adhesion G protein-coupled receptor L4
81579at32523	Complete	chr1	102951538	102994504	-	1125.4	602	https://www.orthodb.org/v10?query=81579at32523	Glutamine-dependent NAD(+) synthetase
81724at32523	Complete	chr4	122229904	122248447	+	973.0	569	https://www.orthodb.org/v10?query=81724at32523	Cyclin D binding myb like transcription factor 1
81731at32523	Complete	chrZ	126770434	126780049	-	1176.4	708	https://www.orthodb.org/v10?query=81731at32523	MACC1, MET transcriptional regulator
